trial_order,condition,stimulus,sentence_extraction,comprehension_probe,probe_clause,response,accuracy,rt,participant_id,handedness,gender,first_language,age,other_languages,country_of_residence,rt_measure
52,congruent,"['The', 'PRINCE', 'that', 'HELPED', 'the', 'GIRL', 'had a', 'HEAD', 'of blonde', 'HAIR']",subject,The girl helped the prince?,relative_clause,n,1,1.657324526000593,016,right,male,English,29,NA,Australia,keypress
53,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was red?,other,n,1,0.7212052150007366,016,right,male,English,29,NA,Australia,keypress
54,congruent,"['The', 'DEAN', 'that', 'CALLED', 'the', 'BOY', 'had a', 'VOICE', 'full of', 'ANGER']",subject,The dean called the boy?,relative_clause,y,1,0.7550777150008798,016,right,male,English,29,NA,Australia,keypress
55,incongruent,"['THE', 'king', 'that the', 'GUEST', 'pleased', 'poured', 'THE', 'wine', 'from', 'THE', 'jug']",object,The king poured the wine?,main_clause,y,1,0.905658356999993,016,right,male,English,29,NA,Australia,keypress
56,incongruent,"['THE', 'fox', 'THAT', 'chased', 'THE', 'wolf', 'HURT ITS', 'paws', 'ON THE', 'way']",subject,The wolf chased the fox?,relative_clause,n,1,2.9100320320012543,016,right,male,English,29,NA,Australia,keypress
57,congruent,"['The', 'THIEF', 'that', 'SAW', 'the', 'GUARD', 'had a', 'GUN', 'in his', 'HOLSTER']",subject,The thief had a gun?,main_clause,y,1,2.6088015499990433,016,right,male,English,29,NA,Australia,keypress
58,incongruent,"['THE', 'scout', 'THAT', 'punched', 'THE', 'coach', 'HAD A', 'fight', 'WITH A', 'manager']",subject,The coach had a fight?,main_clause,n,1,1.3737989320015913,016,right,male,English,29,NA,Australia,keypress
59,other,"['The', 'MAN', 'who was', 'SHORT', 'gave his', 'WIFE', 'some red', 'CANDLES', 'for her', 'BIRTHDAY']",assorted,The man was short?,other,y,1,0.5551791979996779,016,right,male,English,29,NA,Australia,keypress
60,congruent,"['The', 'BLOKE', 'that the', 'mum', 'HELPED', 'gave', 'a', 'GIFT', 'to', 'say', 'THANKS']",object,The mum gave a gift?,main_clause,n,1,1.7409340669983069,016,right,male,English,29,NA,Australia,keypress
61,other,"['The', 'DESK', 'was', 'NEW', 'but', 'DUSTY', 'and', 'COVERED', 'with old', 'BOOKS']",assorted,The desk was new?,other,y,1,0.7715859580002871,016,right,male,English,29,NA,Australia,keypress
62,congruent,"['The', 'MAID', 'that the', 'chef', 'LOVED', 'quit', 'the', 'JOB', 'at', 'the', 'HOUSE']",object,The maid quit the job?,main_clause,y,1,0.8717930220009293,016,right,male,English,29,NA,Australia,keypress
63,incongruent,"['THE', 'friend', 'that the', 'BRIDE', 'teased', 'told', 'A', 'joke', 'about', 'THE', 'past']",object,The bride told a joke?,main_clause,n,1,1.339422929000648,016,right,male,English,29,NA,Australia,keypress
64,incongruent,"['THE', 'tradie', 'that the', 'MAN', 'thanked', 'left', 'HIS', 'wallet', 'in', 'THE', 'car']",object,The tradie thanked the man?,relative_clause,n,1,1.1387509480009612,016,right,male,English,29,NA,Australia,keypress
65,incongruent,"['THE', 'niece', 'THAT', 'kissed', 'THE', 'aunt', 'SANG A', 'song', 'FOR THE', 'guests']",subject,The aunt sang a song?,main_clause,n,1,1.6401552459992672,016,right,male,English,29,NA,Australia,keypress
66,incongruent,"['THE', 'crook', 'THAT', 'warned', 'THE', 'thief', 'FLED THE', 'town', 'THE NEXT', 'morning']",subject,The thief warned the crook?,relative_clause,n,1,2.9438017400007084,016,right,male,English,29,NA,Australia,keypress
67,congruent,"['The', 'SAILOR', 'that the', 'banker', 'PUSHED', 'hurt', 'his', 'FOOT', 'in', 'the', 'BRAWL']",object,The banker pushed the sailor?,relative_clause,n,0,1.2218676910015347,016,right,male,English,29,NA,Australia,keypress
68,incongruent,"['THE', 'bum', 'THAT', 'scared', 'THE', 'cop', 'CROSSED THE', 'street', 'AT THE', 'light']",subject,The cop crossed the street?,main_clause,n,1,0.8209907629989175,016,right,male,English,29,NA,Australia,keypress
69,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very fluffy?,other,n,1,0.8219371949999186,016,right,male,English,29,NA,Australia,keypress
70,incongruent,"['THE', 'car', 'THAT', 'pulled', 'THE', 'truck', 'HAD A', 'scratch', 'ON THE', 'door']",subject,The truck pulled the car?,relative_clause,n,1,2.075356068000474,016,right,male,English,29,NA,Australia,keypress
71,incongruent,"['THE', 'priest', 'that the', 'NUN', 'thanked', 'left', 'THE', 'church', 'in', 'A', 'hurry']",object,The nun left the church?,main_clause,n,1,1.0219615449987032,016,right,male,English,29,NA,Australia,keypress
72,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started later than the travellers expected?,other,y,1,2.258422775999861,016,right,male,English,29,NA,Australia,keypress
73,incongruent,"['THE', 'knight', 'that the', 'KING', 'helped', 'sent', 'A', 'gift', 'from', 'HIS', 'castle']",object,The king helped the knight?,relative_clause,n,0,0.9386912370009668,016,right,male,English,29,NA,Australia,keypress
1,incongruent,"['THE', 'clerk', 'THAT', 'liked', 'THE', 'boss', 'HAD A', 'desk', 'BY THE', 'window']",subject,The clerk had a desk by the window?,main_clause,y,1,2.125308464999989,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
2,incongruent,"['THE', 'knight', 'THAT', 'helped', 'THE', 'king', 'SENT A', 'gift', 'FROM HIS', 'castle']",subject,The knight sent a gift?,main_clause,y,1,2.4075827169999684,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
3,other,"['The', 'JOB', 'that was', 'GIVEN', 'was', 'DIFFERENT', 'to', 'WHAT', 'she', 'EXPECTED']",assorted,The job was as expected?,other,n,1,1.420452096999952,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
4,incongruent,"['THE', 'girl', 'THAT', 'pushed', 'THE', 'nerd', 'BROKE THE', 'vase', 'WITH THE', 'flowers']",subject,The nerd pushed the girl?,relative_clause,n,1,1.5716467780000585,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
5,congruent,"['The', 'DANCER', 'that the', 'guy', 'LIKED', 'was', 'a', 'CHEF', 'in', 'the', 'CITY']",object,The dancer was a chef?,main_clause,n,0,2.660105736000105,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
6,other,"['The', 'PIANO', 'was well', 'PLAYED', 'by', 'THE', 'old', 'LADY', 'but', 'IT', 'was', 'NOT', 'in', 'TUNE']",assorted,The piano was well played?,other,y,1,2.7773545869999907,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
7,congruent,"['The', 'CHIEF', 'that', 'THANKED', 'the', 'GIRL', 'was too', 'LATE', 'for the', 'BUS']",subject,The girl was too late?,main_clause,n,1,1.506711188000054,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
8,congruent,"['The', 'GUY', 'that', 'THANKED', 'the', 'JUDGE', 'left the', 'ROOM', 'with a', 'SMILE']",subject,The judge thanked the guy?,relative_clause,n,1,2.239647096999988,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
9,incongruent,"['THE', 'bloke', 'THAT', 'helped', 'THE', 'mum', 'GAVE A', 'gift', 'TO SAY', 'thanks']",subject,The mum gave a gift?,main_clause,n,1,3.0449707610000587,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
10,incongruent,"['THE', 'cook', 'THAT', 'hugged', 'THE', 'maid', 'HAD A', 'tear', 'ON HER', 'cheek']",subject,The maid hugged the cook?,relative_clause,y,0,3.245178299999907,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
11,congruent,"['The', 'BOSS', 'that the', 'clerk', 'MOCKED', 'had', 'a', 'CRUSH', 'on', 'the', 'INTERN']",object,The boss mocked the clerk?,relative_clause,n,1,3.8109376069999144,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
12,incongruent,"['THE', 'king', 'that the', 'GUEST', 'pleased', 'poured', 'THE', 'wine', 'from', 'THE', 'jug']",object,The guest pleased the king?,relative_clause,n,0,1.6049977169998328,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
13,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started later than the travellers expected?,other,y,1,2.9438362650000727,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
14,other,"['The', 'MAN', 'who was', 'SHORT', 'gave his', 'WIFE', 'some red', 'CANDLES', 'for her', 'BIRTHDAY']",assorted,The man was short?,other,y,1,1.3400004600000557,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
15,congruent,"['The', 'FRIEND', 'that the', 'bride', 'TEASED', 'told', 'a', 'JOKE', 'about', 'the', 'PAST']",object,The friend teased the bride?,relative_clause,n,1,4.414636535,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
16,congruent,"['The', 'GUEST', 'that', 'KISSED', 'the', 'HOST', 'brought a', 'CAKE', 'to the', 'PARTY']",subject,The host kissed the guest?,relative_clause,d,0,1.389396366000028,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
17,congruent,"['The', 'NUN', 'that the', 'monk', 'BLESSED', 'lit', 'a', 'CANDLE', 'on', 'the', 'TABLE']",object,The monk lit a candle?,main_clause,n,1,2.5434718899998643,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
18,incongruent,"['THE', 'dean', 'THAT', 'called', 'THE', 'boy', 'HAD A', 'voice', 'FULL OF', 'anger']",subject,The boy had a voice full of anger?,main_clause,n,1,2.9108819200000653,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
19,other,"['The', 'CAR', 'that was', 'NEW', 'had', 'JUST', 'been', 'CLEANED', 'by', 'THE', 'old', 'LADY']",assorted,The car was new?,other,y,1,1.6065775940001004,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
20,incongruent,"['THE', 'kid', 'THAT', 'followed', 'THE', 'dad', 'HAD SOME', 'mud', 'ON HIS', 'shoes']",subject,The kid had some mud on his shoes?,main_clause,y,1,1.523087286999953,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
21,congruent,"['The', 'HAT', 'that', 'MATCHED', 'the', 'SKIRT', 'had a', 'BOW', 'in the', 'BACK']",subject,The hat matched the skirt?,relative_clause,y,1,1.7217298999999002,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
22,congruent,"['The', 'NIECE', 'that the', 'aunt', 'KISSED', 'sang', 'a', 'SONG', 'for', 'the', 'GUESTS']",object,The niece kissed the aunt?,relative_clause,d,0,2.8439255460000368,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
23,congruent,"['The', 'BOAT', 'that the', 'yacht', 'CHASED', 'made', 'a', 'TURN', 'at', 'the', 'BOATHOUSE']",object,The boat made a turn?,main_clause,y,1,2.891184858000088,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
24,incongruent,"['THE', 'tradie', 'that the', 'MAN', 'thanked', 'left', 'HIS', 'wallet', 'in', 'THE', 'car']",object,The tradie thanked the man?,relative_clause,n,1,2.1918566609999743,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
25,congruent,"['The', 'GROOM', 'that the', 'aunt', 'CHARMED', 'raised', 'a', 'TOAST', 'to', 'the', 'PARENTS']",object,The groom raised a toast?,main_clause,y,1,2.0084539160000077,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
26,incongruent,"['THE', 'sailor', 'THAT', 'pushed', 'THE', 'banker', 'HURT HIS', 'foot', 'IN THE', 'brawl']",subject,The sailor pushed the banker?,relative_clause,y,1,1.6550588720001542,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
27,incongruent,"['THE', 'scout', 'that the', 'COACH', 'punched', 'had', 'A', 'fight', 'with', 'A', 'manager']",object,The coach had a fight?,main_clause,y,0,1.0225513349998891,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
28,congruent,"['The', 'ROD', 'that the', 'pipe', 'BENT', 'had', 'a', 'HOLE', 'in', 'the', 'MIDDLE']",object,The pipe bent the rod?,relative_clause,y,1,3.846547057999942,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
29,congruent,"['The', 'WHALE', 'that', 'BIT', 'the', 'SHARK', 'won the', 'FIGHT', 'in the', 'END']",subject,The whale won the fight?,main_clause,y,1,2.1922881860000416,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
30,other,"['The', 'GIRL', 'and the', 'BOY', 'that', 'OWNED', 'the', 'HORSE', 'had', 'MUD', 'on their', 'CLOTHES']",assorted,The boy and girl own a horse?,other,y,1,1.0223610570001256,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
31,incongruent,"['THE', 'fruit', 'that the', 'CAKE', 'squashed', 'made', 'A', 'mess', 'in', 'THE', 'bag']",object,The cake squashed the fruit?,relative_clause,y,1,1.272550472000148,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
32,incongruent,"['THE', 'dad', 'THAT', 'knew', 'THE', 'chef', 'HAD A', 'son', 'WITH A', 'limp']",subject,The chef knew the dad?,relative_clause,y,0,2.8100609729999633,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
33,other,"['The', 'BOX', 'was', 'MADE', 'from', 'WOOD', 'and was', 'FULL', 'of', 'THINGS', 'that', 'SHINED']",assorted,The box was shiny?,other,n,1,4.197622897999963,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
34,other,"['The', 'APPLES', 'that', 'THE', 'couple', 'BOUGHT', 'at the', 'MARKET', 'were', 'RED']",assorted,The couple bought green apples?,other,n,1,2.275927681999974,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
35,incongruent,"['THE', 'desk', 'that the', 'BED', 'scratched', 'was', 'TOO', 'old', 'to', 'BE', 'moved']",object,The desk was too old?,main_clause,n,0,3.277705608000133,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
36,other,"['The', 'CAT', 'chased the', 'BIRD', 'but', 'IT', 'flew', 'AWAY', 'into the', 'SUNSET']",assorted,The cat caught the bird?,other,n,1,1.5749517080000714,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
37,congruent,"['The', 'BUG', 'that the', 'ant', 'ATTACKED', 'was', 'as', 'BIG', 'as', 'a', 'COIN']",object,The ant attacked the bug?,relative_clause,y,1,1.507163700999854,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
38,congruent,"['The', 'COP', 'that the', 'spy', 'MET', 'wrote', 'a', 'BOOK', 'about', 'the', 'CASE']",object,The spy wrote a book?,main_clause,y,0,0.9188412470000458,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
39,congruent,"['The', 'MAN', 'that', 'PHONED', 'the', 'NURSE', 'left his', 'PILLS', 'at the', 'OFFICE']",subject,The man left the pills?,main_clause,y,1,2.4091030070001125,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
40,congruent,"['The', 'CROOK', 'that', 'WARNED', 'the', 'THIEF', 'fled the', 'TOWN', 'the next', 'MORNING']",subject,The crook warned the thief?,relative_clause,y,1,1.2564103899999282,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
41,other,"['The', 'BOY', 'who', 'HAD', 'a', 'BIRTHDAY', 'called', 'HIS', 'best', 'FRIEND', 'for a', 'CHAT']",assorted,The friend called the boy?,other,d,0,1.9079177669998444,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
42,congruent,"['The', 'BUM', 'that', 'SCARED', 'the', 'COP', 'crossed the', 'STREET', 'at the', 'LIGHT']",subject,The bum crossed the street?,main_clause,y,1,1.6910807900001146,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
43,other,"['The', 'MAN', 'was very', 'HUNGRY', 'after the', 'MEETING', 'so', 'HAD', 'lunch', 'EARLY']",assorted,The boy was hungry?,other,n,1,1.5575164859999404,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
44,incongruent,"['THE', 'prince', 'THAT', 'helped', 'THE', 'girl', 'HAD A', 'head', 'OF BLONDE', 'hair']",subject,The girl had blonde hair?,main_clause,n,1,1.6578737649999766,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
45,congruent,"['The', 'NURSE', 'that', 'BLAMED', 'the', 'COACH', 'checked the', 'FILE', 'of the', 'GYMNAST']",subject,The coach checked the file?,main_clause,n,1,1.4740742769999997,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
46,other,"['The', 'DESK', 'was', 'NEW', 'but', 'DUSTY', 'and', 'COVERED', 'with old', 'BOOKS']",assorted,The desk was new?,other,y,1,1.140054966999969,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
47,incongruent,"['THE', 'cat', 'that the', 'DOG', 'fought', 'licked', 'ITS', 'wounds', 'in', 'THE', 'corner']",object,The cat licked its wounds?,main_clause,y,1,2.0916771370000333,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
48,congruent,"['The', 'THUG', 'that', 'SAW', 'the', 'MAN', 'had a', 'HAT', 'on his', 'HEAD']",subject,The man saw the thug?,relative_clause,y,0,1.5735852410000462,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
49,incongruent,"['THE', 'shelf', 'that the', 'PIANO', 'bumped', 'had', 'SOME', 'dust', 'on', 'ITS', 'top']",object,The piano bumped the shelf?,relative_clause,n,0,1.038628337999853,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
50,congruent,"['The', 'BOY', 'that the', 'girl', 'HELPED', 'got', 'an', 'A', 'on', 'the', 'TEST']",object,The girl got an A?,main_clause,y,0,1.941989104999948,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
51,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was shiny?,other,y,1,0.9720294570001896,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
52,other,"['The', 'BOSS', 'was', 'HAPPY', 'to', 'SEE', 'the', 'WORK', 'that', 'THE', 'two', 'GIRLS', 'had', 'DONE']",assorted,The girls were happy?,other,n,1,0.8884532090000903,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
53,incongruent,"['THE', 'priest', 'that the', 'COOK', 'paid', 'signed', 'THE', 'check', 'at', 'THE', 'bank']",object,The priest paid the cook?,relative_clause,n,1,2.3085854299999937,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
54,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very fluffy?,other,n,1,1.2061211879999971,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
55,incongruent,"['THE', 'dean', 'THAT', 'heard', 'THE', 'guard', 'MADE A', 'call', 'ABOUT THE', 'matter']",subject,The dean heard the guard?,relative_clause,y,1,1.3733706329999222,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
56,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the boy?,other,n,1,2.124790216000065,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
57,incongruent,"['THE', 'thief', 'that the', 'GUARD', 'saw', 'had', 'A', 'gun', 'in', 'HIS', 'holster']",object,The guard had a gun?,main_clause,n,1,2.4435895270000856,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
58,other,"['The', 'HAT', 'that was', 'WORN', 'by the', 'BOY', 'with a', 'JACKET', 'was too', 'SMALL', 'for the', 'MAN']",assorted,The jacket was too small?,other,d,0,1.3892335049999929,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
59,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl kicked the ball?,other,y,1,1.874297333999948,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
60,incongruent,"['THE', 'count', 'that the', 'QUEEN', 'knew', 'owned', 'A', 'castle', 'by', 'THE', 'lake']",object,The count owned a castle?,main_clause,n,0,3.2108040190000793,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
61,other,"['The', 'GIRL', 'on', 'THE', 'school', 'TRIP', 'saw a', 'FROG', 'and', 'LATER', 'she', 'SAW', 'a', 'MOUSE']",assorted,The girl saw a frog?,other,y,1,0.9054255640000974,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
62,other,"['The', 'COLOUR', 'of the', 'HOUSE', 'was', 'BRIGHTER', 'than the', 'MEN', 'who travelled', 'EXPECTED']",assorted,The men were colourfully dressed?,other,n,1,1.8092442740000936,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
63,incongruent,"['THE', 'priest', 'that the', 'NUN', 'thanked', 'left', 'THE', 'church', 'in', 'A', 'hurry']",object,The nun left the church?,main_clause,n,1,2.0915514280000025,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
64,other,"['The', 'CUP', 'was', 'MADE', 'from green', 'PLASTIC', 'and was', 'FILLED', 'with', 'JUICE']",assorted,The cup was made from plastic?,other,y,1,1.2063114090001363,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
65,incongruent,"['THE', 'owl', 'THAT', 'scared', 'THE', 'bat', 'MADE A', 'loop', 'IN THE', 'air']",subject,The owl scared the bat?,relative_clause,y,1,2.1592177590000574,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
66,congruent,"['The', 'FOX', 'that', 'CHASED', 'the', 'WOLF', 'hurt its', 'PAWS', 'on the', 'WAY']",subject,The wolf hurt its paws?,main_clause,d,0,3.445623727000111,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
67,incongruent,"['THE', 'car', 'that the', 'TRUCK', 'pulled', 'had', 'A', 'scratch', 'on', 'THE', 'door']",object,The car pulled the truck?,relative_clause,n,1,2.341860886999939,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
68,other,"['The', 'BOOK', 'that the', 'LADY', 'with a', 'TATTOO', 'had', 'WRITTEN', 'was her', 'BEST', 'book', 'YET']",assorted,The lady wrote a book?,other,y,1,1.0394813399998384,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
69,other,"['The', 'WINE', 'that was', 'FANCY', 'was', 'KEPT', 'in the', 'CELLAR', 'for', 'NEARLY', 'ten', 'YEARS', 'and five', 'MONTHS']",assorted,The wine was bad?,other,n,1,1.2558686999998372,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
70,congruent,"['The', 'TRUCK', 'that the', 'car', 'BUMPED', 'had', 'a', 'MAN', 'at', 'the', 'WHEEL']",object,The car bumped the truck?,relative_clause,n,0,1.5211538070000188,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
71,other,"['The', 'DESSERT', 'was', 'SERVED', 'with', 'CUSTARD', 'and', 'FRUIT', 'then', 'THERE', 'was', 'COFFEE']",assorted,The coffee was before dessert?,other,n,1,2.092292427999837,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
72,congruent,"['The', 'MAID', 'that', 'LOVED', 'the', 'CHEF', 'quit the', 'JOB', 'at the', 'HOUSE']",subject,The maid loved the chef?,relative_clause,y,1,2.2756317979999494,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
73,other,"['The', 'RING', 'that', 'WAS', 'sadly', 'LOST', 'was', 'FOUND', 'by the', 'FAT', 'and', 'VERY', 'happy', 'PRIEST']",assorted,The priest found the ring?,other,n,0,1.0731999309998628,017,right,male,Hebrew,23,English (Fluent),Australia,keypress
1,incongruent,"['THE', 'boat', 'THAT', 'chased', 'THE', 'yacht', 'MADE A', 'turn', 'AT THE', 'boathouse']",subject,The boat chased the yacht?,relative_clause,y,1,2.2415438770003675,018,right,male,English,24,NA,Australia,keypress
2,congruent,"['The', 'DESK', 'that', 'SCRATCHED', 'the', 'BED', 'was too', 'OLD', 'to be', 'MOVED']",subject,The desk scratched the bed?,relative_clause,y,1,1.6399840940002832,018,right,male,English,24,NA,Australia,keypress
3,incongruent,"['THE', 'bum', 'THAT', 'scared', 'THE', 'cop', 'CROSSED THE', 'street', 'AT THE', 'light']",subject,The cop scared the bum?,relative_clause,n,1,1.32318965200011,018,right,male,English,24,NA,Australia,keypress
4,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was red?,other,n,1,1.222331378000035,018,right,male,English,24,NA,Australia,keypress
5,other,"['The', 'BOX', 'was', 'MADE', 'from', 'WOOD', 'and was', 'FULL', 'of', 'THINGS', 'that', 'SHINED']",assorted,The box was full of things?,other,y,1,1.4734680230003503,018,right,male,English,24,NA,Australia,keypress
6,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very fluffy?,other,n,1,1.2734138170003462,018,right,male,English,24,NA,Australia,keypress
7,incongruent,"['THE', 'dean', 'THAT', 'called', 'THE', 'boy', 'HAD A', 'voice', 'FULL OF', 'anger']",subject,The dean had a voice full of anger?,main_clause,y,1,1.5911810020002122,018,right,male,English,24,NA,Australia,keypress
8,congruent,"['The', 'THUG', 'that', 'SAW', 'the', 'MAN', 'had a', 'HAT', 'on his', 'HEAD']",subject,The man saw the thug?,relative_clause,n,1,2.126008260999697,018,right,male,English,24,NA,Australia,keypress
9,other,"['The', 'HAT', 'that was', 'WORN', 'by the', 'BOY', 'with a', 'JACKET', 'was too', 'SMALL', 'for the', 'MAN']",assorted,The jacket was too small?,other,y,0,2.6093362589999742,018,right,male,English,24,NA,Australia,keypress
10,other,"['The', 'CAT', 'chased the', 'BIRD', 'but', 'IT', 'flew', 'AWAY', 'into the', 'SUNSET']",assorted,The cat chased the bird?,other,y,1,1.5734056109999983,018,right,male,English,24,NA,Australia,keypress
11,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl kicked the ball?,other,y,1,1.3038822929997878,018,right,male,English,24,NA,Australia,keypress
12,incongruent,"['THE', 'maid', 'THAT', 'loved', 'THE', 'chef', 'QUIT THE', 'job', 'AT THE', 'house']",subject,The maid loved the chef?,relative_clause,y,1,1.3730508090002331,018,right,male,English,24,NA,Australia,keypress
13,incongruent,"['THE', 'shelf', 'that the', 'PIANO', 'bumped', 'had', 'SOME', 'dust', 'on', 'ITS', 'top']",object,The shelf had some dust on its top?,main_clause,y,1,2.0560917020002307,018,right,male,English,24,NA,Australia,keypress
14,incongruent,"['THE', 'guy', 'that the', 'JUDGE', 'thanked', 'left', 'THE', 'room', 'with', 'A', 'smile']",object,The judge left the room?,main_clause,n,1,1.3739090379999652,018,right,male,English,24,NA,Australia,keypress
15,congruent,"['The', 'NURSE', 'that the', 'coach', 'BLAMED', 'checked', 'the', 'FILE', 'of', 'the', 'GYMNAST']",object,The coach checked the file?,main_clause,n,1,5.016358598000352,018,right,male,English,24,NA,Australia,keypress
16,incongruent,"['THE', 'chief', 'that the', 'GIRL', 'thanked', 'was', 'TOO', 'late', 'for', 'THE', 'bus']",object,The girl thanked the chief?,relative_clause,y,1,1.90758938099998,018,right,male,English,24,NA,Australia,keypress
17,congruent,"['The', 'CAR', 'that', 'PULLED', 'the', 'TRUCK', 'had a', 'SCRATCH', 'on the', 'DOOR']",subject,The truck pulled the car?,relative_clause,y,0,1.4416410510002606,018,right,male,English,24,NA,Australia,keypress
18,incongruent,"['THE', 'cat', 'THAT', 'fought', 'THE', 'dog', 'LICKED ITS', 'wounds', 'IN THE', 'corner']",subject,The dog fought the cat?,relative_clause,n,1,1.9725608509997985,018,right,male,English,24,NA,Australia,keypress
