item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
11,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λαρέκλα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λαρεκλες,1
12,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία γανίδα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Γανιδες,1
13,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λωγραφιά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λωγραφιες,1
14,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία πτένα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Πτενες,1
15,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δρανίο  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Δρανια,1
16,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία ξάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Ξαμπες,1
17,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λέφα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λεφες,1
18,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία τάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Ταμπες,1
19,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία φέστη στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Φεστες,1
20,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία νόρτα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Νορτες,1
21,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας ζίνακας στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Ζινακες,1
22,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας βορτιστής στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Βορτιστες,1
23,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας πάκτος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Πακτοι,1
24,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας λίγρης στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Λίγρεις,1
25,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας τίλος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Τιλοι,1
26,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σόγος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Σογοι,1
27,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας χόβος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Χοβοι,1
28,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σύργος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Συργοι,1
29,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας φρόμος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Φρομοι,1
30,19,33,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας κράχος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Κραχοι,1
1,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα φοντίκι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,φοντίκια,1
2,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία σενθερά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,σενθερές,1
3,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα βουλούδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,βουλούδια,1
4,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δολόι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,δολόγια,1
5,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λύννεφο στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,λύννεφα,1
6,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ζεβύρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,ζεβύρια,1
7,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ρεχνίδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,ρεχνίδια,1
8,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ραπούτσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,ραπούτσια,1
9,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ψαρπούζι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,ψαρπούζια,1
10,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λέρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,λέρια,1
11,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λαρέκλα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λαρέκλες,1
12,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία γανίδα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,γανίδες,1
13,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λωγραφιά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λωγραφιές,1
14,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία πτένα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,πτένες,1
15,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δρανίο  στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,δρανία,1
16,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία ξάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,ξάμπες,1
17,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λέφα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,λέφες,1
18,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία τάμπα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,τάμπες,1
19,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία φέστη στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,φέστες,1
20,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία νόρτα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,νόρτες,1
21,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας ζίνακας στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,ζίνακες,1
22,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας βορτιστής στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,βορτιστές,1
23,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας πάκτος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,πάκτοι,1
24,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας λίγρης στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,λίγρεις,1
25,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας τίλος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,τίλοι,1
26,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σόγος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,σόγοι,1
27,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας χόβος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,χόβοι,1
28,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σύργος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,σύργοι,1
29,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας φρόμος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,φρόμοι,1
30,20,67,Female,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας κράχος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,κράχοι,1
1,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα φοντίκι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Φοντίκια,1
2,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία σενθερά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Σενθερές,1
3,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα βουλούδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Βουλούδια,1
4,21,26,Male,Greek,English,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δολόι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Δολόγια,1
