experiment,participant_id,age,trial_order,stimulus,response
1word,681361,51.0,33,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,681361,51.0,34,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,681361,51.0,35,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",sarah
1word,681361,51.0,36,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",no
1word,681361,51.0,37,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,681361,51.0,38,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,681361,51.0,39,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,681361,51.0,40,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,681361,51.0,41,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,681361,51.0,42,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,681361,51.0,43,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,681361,51.0,44,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,681361,51.0,45,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,681361,51.0,46,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,681361,51.0,47,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",bill
1word,681361,51.0,48,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",barbara
1word,681361,51.0,49,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,681361,51.0,50,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,681361,51.0,51,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,681361,51.0,52,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,681361,51.0,53,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",alice
1word,681361,51.0,54,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,681361,51.0,55,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,681361,51.0,56,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,681361,51.0,57,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,681361,51.0,58,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,681361,51.0,59,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,681361,51.0,60,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",alice
1word,681361,51.0,61,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",paul
1word,681361,51.0,62,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,681361,51.0,63,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",alice
1word,681361,51.0,64,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,681361,51.0,65,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,681361,51.0,66,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,685925,54.0,1,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,685925,54.0,2,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,685925,54.0,3,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,685925,54.0,4,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,685925,54.0,5,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,685925,54.0,6,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,685925,54.0,7,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,685925,54.0,8,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,685925,54.0,9,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,685925,54.0,10,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,685925,54.0,11,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,685925,54.0,12,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,685925,54.0,13,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,685925,54.0,14,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,685925,54.0,15,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,685925,54.0,16,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,685925,54.0,17,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,685925,54.0,18,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,685925,54.0,19,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,685925,54.0,20,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,685925,54.0,21,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,685925,54.0,22,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,685925,54.0,23,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,685925,54.0,24,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,685925,54.0,25,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,685925,54.0,26,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",yes
1word,685925,54.0,27,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,685925,54.0,28,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,685925,54.0,29,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,685925,54.0,30,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",yes
1word,685925,54.0,31,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,685925,54.0,32,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,685925,54.0,33,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",yes
1word,685925,54.0,34,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,685925,54.0,35,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,685925,54.0,36,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,685925,54.0,37,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,685925,54.0,38,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,685925,54.0,39,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,685925,54.0,40,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",yes
1word,685925,54.0,41,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,685925,54.0,42,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,685925,54.0,43,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,685925,54.0,44,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,685925,54.0,45,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,685925,54.0,46,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,685925,54.0,47,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",yes
1word,685925,54.0,48,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,685925,54.0,49,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,685925,54.0,50,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,685925,54.0,51,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,685925,54.0,52,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",yes
1word,685925,54.0,53,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,685925,54.0,54,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,685925,54.0,55,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,685925,54.0,56,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,685925,54.0,57,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,685925,54.0,58,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,685925,54.0,59,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,685925,54.0,60,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,685925,54.0,61,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",yes
1word,685925,54.0,62,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,685925,54.0,63,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",yes
1word,685925,54.0,64,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,685925,54.0,65,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,685925,54.0,66,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,68699,47.0,1,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,68699,47.0,2,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",yes
1word,68699,47.0,3,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,68699,47.0,4,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,68699,47.0,5,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,68699,47.0,6,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,68699,47.0,7,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,68699,47.0,8,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,68699,47.0,9,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,68699,47.0,10,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,68699,47.0,11,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,68699,47.0,12,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,68699,47.0,13,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,68699,47.0,14,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,68699,47.0,15,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,68699,47.0,16,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,68699,47.0,17,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",yes
1word,68699,47.0,18,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,68699,47.0,19,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,68699,47.0,20,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,68699,47.0,21,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,68699,47.0,22,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,68699,47.0,23,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,68699,47.0,24,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,68699,47.0,25,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,68699,47.0,26,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,68699,47.0,27,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,68699,47.0,28,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,68699,47.0,29,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,68699,47.0,30,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,68699,47.0,31,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,68699,47.0,32,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,68699,47.0,33,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,68699,47.0,34,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,68699,47.0,35,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,68699,47.0,36,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,68699,47.0,37,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,68699,47.0,38,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,68699,47.0,39,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,68699,47.0,40,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,68699,47.0,41,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,68699,47.0,42,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,68699,47.0,43,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,68699,47.0,44,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,68699,47.0,45,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,68699,47.0,46,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,68699,47.0,47,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,68699,47.0,48,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,68699,47.0,49,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,68699,47.0,50,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,68699,47.0,51,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,68699,47.0,52,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,68699,47.0,53,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,68699,47.0,54,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,68699,47.0,55,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,68699,47.0,56,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",no
1word,68699,47.0,57,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",no
1word,68699,47.0,58,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,68699,47.0,59,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,68699,47.0,60,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,68699,47.0,61,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,68699,47.0,62,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,68699,47.0,63,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,68699,47.0,64,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,68699,47.0,65,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,68699,47.0,66,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,687341,38.0,1,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",yes
1word,687341,38.0,2,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,687341,38.0,3,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",no
1word,687341,38.0,4,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",no
1word,687341,38.0,5,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,687341,38.0,6,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,687341,38.0,7,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,687341,38.0,8,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,687341,38.0,9,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,687341,38.0,10,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,687341,38.0,11,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,687341,38.0,12,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,687341,38.0,13,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,687341,38.0,14,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,687341,38.0,15,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,687341,38.0,16,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,687341,38.0,17,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,687341,38.0,18,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,687341,38.0,19,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,687341,38.0,20,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,687341,38.0,21,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,687341,38.0,22,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,687341,38.0,23,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,687341,38.0,24,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,687341,38.0,25,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,687341,38.0,26,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,687341,38.0,27,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,687341,38.0,28,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,687341,38.0,29,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,687341,38.0,30,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,687341,38.0,31,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,687341,38.0,32,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,687341,38.0,33,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,687341,38.0,34,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,687341,38.0,35,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,687341,38.0,36,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,687341,38.0,37,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,687341,38.0,38,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,687341,38.0,39,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,687341,38.0,40,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,687341,38.0,41,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,687341,38.0,42,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,687341,38.0,43,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,687341,38.0,44,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
